Phone Number,Messages,Phone Calls
330-555-6223,0,0
330-555-6224,17,4
330-555-6225,6,6
330-555-6226,10,6
330-555-6227,19,1
330-555-6228,13,1
330-555-6229,10,8
330-555-6230,11,0
330-555-6231,16,0
330-555-6232,4,1
330-555-6233,19,4
330-555-6234,0,10
330-555-6235,16,8
330-555-6236,8,9
330-555-6237,12,4
330-555-6238,12,9
330-555-6239,20,1
330-555-6240,10,2
330-555-6241,15,2
330-555-6242,0,10
330-555-6243,6,8
330-555-6244,4,8
330-555-6245,6,3
330-555-6246,15,5
330-555-6247,13,0
330-555-6248,8,1
330-555-6249,19,3
330-555-6250,2,0
330-555-6251,20,9
330-555-6252,10,3
330-555-6253,3,3
330-555-6254,4,7
330-555-6255,15,9
330-555-6256,2,4
330-555-6257,7,2
330-555-6258,12,8
330-555-6259,17,0
330-555-6260,14,5
330-555-6261,13,0
330-555-6262,14,8
330-555-6263,19,6
330-555-6264,19,10
330-555-6265,0,9
330-555-6266,16,2
330-555-6267,6,4
330-555-6268,16,7
330-555-6269,0,5
330-555-6270,11,10
330-555-6271,6,0
330-555-6272,10,7
330-555-6273,14,7
330-555-6274,20,5
330-555-6275,7,8
330-555-6276,13,0
330-555-6277,19,5
330-555-6278,3,3
330-555-6279,12,1
330-555-6280,19,7
330-555-6281,1,0
330-555-6282,12,2
330-555-6283,3,9
330-555-6284,3,1
330-555-6285,9,1
330-555-6286,17,7
330-555-6287,15,4
330-555-6288,17,8
330-555-6289,20,9
330-555-6290,3,5
330-555-6291,4,1
330-555-6292,15,10
330-555-6293,17,8
330-555-6294,12,7
330-555-6295,15,1
330-555-6296,9,2
330-555-6297,20,0
330-555-6298,13,2
330-555-6299,1,1
330-555-6300,11,7
330-555-6301,15,7
330-555-6302,13,1
330-555-6303,9,7
330-555-6304,9,1
330-555-6305,3,6
330-555-6306,0,1
330-555-6307,2,2
330-555-6308,12,0
330-555-6309,4,9
330-555-6310,20,0
330-555-6311,7,3
330-555-6312,1,2
330-555-6313,6,8
330-555-6314,18,4
330-555-6315,7,3
330-555-6316,20,8
330-555-6317,13,9
330-555-6318,8,9
330-555-6319,18,10
330-555-6320,12,4
330-555-6321,8,1
330-555-6322,19,10
330-555-6323,8,2
330-555-6324,8,3
330-555-6325,11,2
330-555-6326,4,8
330-555-6327,20,10
330-555-6328,6,7
330-555-6329,17,8
330-555-6330,12,1
330-555-6331,2,9
330-555-6332,16,9
330-555-6333,1,5
330-555-6334,17,10
330-555-6335,12,6
330-555-6336,6,7
330-555-6337,19,2
330-555-6338,15,5
330-555-6339,17,0
330-555-6340,5,4
330-555-6341,6,9
330-555-6342,2,3
330-555-6343,17,8
330-555-6344,9,9
330-555-6345,2,9
330-555-6346,12,9
330-555-6347,16,2
330-555-6348,1,1
330-555-6349,6,10
330-555-6350,14,1
330-555-6351,13,6
330-555-6352,11,5
330-555-6353,2,0
330-555-6354,8,8
330-555-6355,12,4
330-555-6356,13,6
330-555-6357,18,7
330-555-6358,0,6
330-555-6359,6,6
330-555-6360,14,4
330-555-6361,10,2
330-555-6362,16,0
330-555-6363,17,7
330-555-6364,9,10
330-555-6365,6,7
330-555-6366,4,7
330-555-6367,5,7
330-555-6368,3,4
330-555-6369,6,5
330-555-6370,18,6
330-555-6371,2,1
330-555-6372,5,8
330-555-6373,2,6
330-555-6374,15,7
330-555-6375,9,6
330-555-6376,4,2
330-555-6377,19,3
330-555-6378,15,5
330-555-6379,4,1
330-555-6380,10,1
330-555-6381,16,7
330-555-6382,2,8
330-555-6383,9,1
330-555-6384,1,2
330-555-6385,0,9
330-555-6386,7,5
330-555-6387,20,2
330-555-6388,2,8
330-555-6389,6,6
330-555-6390,20,1
330-555-6391,17,9
330-555-6392,6,8
330-555-6393,18,4
330-555-6394,15,5
330-555-6395,9,10
330-555-6396,9,0
330-555-6397,7,1
330-555-6398,18,7
330-555-6399,12,5
330-555-6400,16,5
330-555-6401,0,1
330-555-6402,4,3
330-555-6403,3,7
330-555-6404,18,2
330-555-6405,14,6
330-555-6406,12,0
330-555-6407,19,0
330-555-6408,16,0
330-555-6409,13,8
330-555-6410,20,6
330-555-6411,4,1
330-555-6412,4,9
330-555-6413,13,10
330-555-6414,20,10
330-555-6415,7,5
330-555-6416,7,8
330-555-6417,5,8
330-555-6418,16,5
330-555-6419,13,4
330-555-6420,18,4
330-555-6421,11,8
330-555-6422,7,1
330-555-6423,0,9
330-555-6424,16,0
330-555-6425,4,5
330-555-6426,16,2
330-555-6427,14,6
330-555-6428,5,1
330-555-6429,3,7
330-555-6430,1,8
330-555-6431,6,10
330-555-6432,8,9
330-555-6433,1,2
330-555-6434,5,8
330-555-6435,18,10
330-555-6436,7,10
330-555-6437,4,4
330-555-6438,16,5
330-555-6439,17,9
330-555-6440,8,5
330-555-6441,10,1
330-555-6442,7,9
330-555-6443,9,5
330-555-6444,7,7
330-555-6445,16,10
330-555-6446,14,8
330-555-6447,1,4
330-555-6448,8,8
330-555-6449,3,0
330-555-6450,0,4
330-555-6451,16,1
330-555-6452,19,7
330-555-6453,11,5
330-555-6454,20,3
330-555-6455,8,0
330-555-6456,20,6
330-555-6457,6,5
330-555-6458,12,2
330-555-6459,5,7
330-555-6460,2,1
330-555-6461,20,9
330-555-6462,4,10
330-555-6463,0,4
330-555-6464,2,6
330-555-6465,1,4
330-555-6466,0,3
330-555-6467,13,8
330-555-6468,11,7
330-555-6469,17,8
330-555-6470,8,3
330-555-6471,2,4
330-555-6472,11,1
330-555-6473,3,6
330-555-6474,14,10
330-555-6475,2,1
330-555-6476,3,0
330-555-6477,13,9
330-555-6478,3,7
330-555-6479,10,10
330-555-6480,1,9
330-555-6481,7,2
330-555-6482,1,4
330-555-6483,11,7
330-555-6484,14,9
330-555-6485,2,2
330-555-6486,5,8
330-555-6487,18,3
330-555-6488,15,9
330-555-6489,4,7
330-555-6490,12,3
330-555-6491,15,5
330-555-6492,17,2
330-555-6493,9,6
330-555-6494,13,1
330-555-6495,4,2
330-555-6496,0,6
330-555-6497,12,1
330-555-6498,7,6
330-555-6499,0,10
330-555-6500,0,6
330-555-6501,5,1
330-555-6502,0,2
330-555-6503,19,6
330-555-6504,9,5
330-555-6505,15,8
330-555-6506,20,7
330-555-6507,11,5
330-555-6508,1,3
330-555-6509,9,5
330-555-6510,17,2
330-555-6511,1,10
330-555-6512,9,10
330-555-6513,17,10
330-555-6514,4,5
330-555-6515,20,3
330-555-6516,0,6
330-555-6517,4,2
330-555-6518,13,10
330-555-6519,6,7
330-555-6520,14,8
330-555-6521,17,9
330-555-6522,10,0
330-555-6523,14,0
330-555-6524,12,2
330-555-6525,16,4
330-555-6526,20,0
330-555-6527,3,1
330-555-6528,14,2
330-555-6529,13,3
330-555-6530,8,8
330-555-6531,20,7
330-555-6532,11,4
330-555-6533,10,5
330-555-6534,6,10
330-555-6535,17,1
330-555-6536,19,0
330-555-6537,13,2
330-555-6538,19,6
330-555-6539,16,7
330-555-6540,7,2
330-555-6541,14,0
330-555-6542,6,7
330-555-6543,4,8
330-555-6544,12,8
330-555-6545,19,10
330-555-6546,5,2
330-555-6547,14,9
330-555-6548,3,6
330-555-6549,13,4
330-555-6550,2,8
330-555-6551,6,0
330-555-6552,10,5
330-555-6553,1,4
330-555-6554,0,8
330-555-6555,15,9
330-555-6556,5,7
330-555-6557,10,1
330-555-6558,2,3
330-555-6559,17,9
330-555-6560,2,3
330-555-6561,16,4
330-555-6562,4,9
330-555-6563,10,2
330-555-6564,18,7
330-555-6565,19,9
330-555-6566,19,3
330-555-6567,20,8
330-555-6568,6,0
330-555-6569,16,3
330-555-6570,17,3
330-555-6571,16,4
330-555-6572,17,9
330-555-6573,18,3
330-555-6574,15,6
330-555-6575,15,10
330-555-6576,16,6
330-555-6577,1,10
330-555-6578,11,3
330-555-6579,8,2
330-555-6580,3,3
330-555-6581,10,3
330-555-6582,3,8
330-555-6583,13,4
330-555-6584,12,2
330-555-6585,2,3
330-555-6586,15,3
330-555-6587,10,2
330-555-6588,15,0
330-555-6589,17,10
330-555-6590,13,2
330-555-6591,8,1
330-555-6592,13,3
330-555-6593,8,3
330-555-6594,4,1
330-555-6595,7,5
330-555-6596,10,9
330-555-6597,20,3
330-555-6598,5,9
330-555-6599,3,3
330-555-6600,17,6
330-555-6601,14,0
330-555-6602,13,4
330-555-6603,7,10
330-555-6604,3,2
330-555-6605,4,1
330-555-6606,12,3
330-555-6607,17,0
330-555-6608,3,10
330-555-6609,6,8
330-555-6610,1,10
330-555-6611,6,8
330-555-6612,11,2
330-555-6613,16,9
330-555-6614,15,10
330-555-6615,11,9
330-555-6616,0,0
330-555-6617,20,9
330-555-6618,14,10
330-555-6619,9,6
330-555-6620,14,2
330-555-6621,2,8
330-555-6622,2,2
330-555-6623,11,10
330-555-6624,8,7
330-555-6625,11,0
330-555-6626,19,5
330-555-6627,2,3
330-555-6628,0,5
330-555-6629,13,3
330-555-6630,14,3
330-555-6631,12,10
330-555-6632,16,4
330-555-6633,10,7
330-555-6634,9,5
330-555-6635,17,2
330-555-6636,0,0
330-555-6637,7,0
330-555-6638,16,6
330-555-6639,20,9
330-555-6640,14,8
330-555-6641,5,3
330-555-6642,11,0
330-555-6643,13,5
330-555-6644,6,3
330-555-6645,9,5
330-555-6646,17,8
330-555-6647,7,3
330-555-6648,7,3
330-555-6649,16,3
330-555-6650,18,8
330-555-6651,2,8
330-555-6652,7,3
330-555-6653,10,6
330-555-6654,10,7
330-555-6655,14,1
330-555-6656,7,10
330-555-6657,12,2
330-555-6658,2,5
330-555-6659,20,9
330-555-6660,0,7
330-555-6661,7,9
330-555-6662,5,9
330-555-6663,18,6
330-555-6664,6,1
330-555-6665,8,10
330-555-6666,7,7
330-555-6667,5,6
330-555-6668,6,10
330-555-6669,20,5
330-555-6670,15,1
330-555-6671,15,9
330-555-6672,20,9
330-555-6673,20,7
330-555-6674,1,3
330-555-6675,10,0
330-555-6676,3,7
330-555-6677,20,4
330-555-6678,18,4
330-555-6679,10,5
330-555-6680,18,3
330-555-6681,14,0
330-555-6682,17,0
330-555-6683,5,9
330-555-6684,17,10
330-555-6685,14,7
330-555-6686,5,10
330-555-6687,4,1
330-555-6688,11,2
330-555-6689,10,4
330-555-6690,1,7
330-555-6691,1,2
330-555-6692,6,2
330-555-6693,17,3
330-555-6694,5,3
330-555-6695,6,2
330-555-6696,15,3
330-555-6697,6,9
330-555-6698,11,10
330-555-6699,11,9
330-555-6700,14,9
330-555-6701,8,5
330-555-6702,19,3
330-555-6703,4,6
330-555-6704,3,3
330-555-6705,7,2
330-555-6706,20,6
330-555-6707,2,7
330-555-6708,5,2
330-555-6709,16,7
330-555-6710,0,5
330-555-6711,5,6
330-555-6712,9,8
330-555-6713,7,9
330-555-6714,6,3
330-555-6715,5,9
330-555-6716,16,1
330-555-6717,4,2
330-555-6718,4,9
330-555-6719,6,0
330-555-6720,14,0
330-555-6721,14,10
330-555-6722,6,4
330-555-6723,12,0
330-555-6724,5,3
330-555-6725,1,10
330-555-6726,19,2
330-555-6727,4,5
330-555-6728,1,10
330-555-6729,10,6
330-555-6730,5,4
330-555-6731,14,6
330-555-6732,12,10
330-555-6733,14,4
330-555-6734,1,10
330-555-6735,16,0
330-555-6736,6,6
330-555-6737,12,9
330-555-6738,16,10
330-555-6739,8,10
330-555-6740,14,0
330-555-6741,6,3
330-555-6742,17,2
330-555-6743,18,1
330-555-6744,17,10
330-555-6745,19,4
330-555-6746,19,3
330-555-6747,2,1
330-555-6748,4,9
330-555-6749,6,6
330-555-6750,20,2
330-555-6751,6,10
330-555-6752,20,2
330-555-6753,4,4
330-555-6754,8,3
330-555-6755,20,1
330-555-6756,3,3
330-555-6757,17,3
330-555-6758,5,1
330-555-6759,11,6
330-555-6760,14,8
330-555-6761,16,7
330-555-6762,12,8
330-555-6763,4,3
330-555-6764,2,1
330-555-6765,11,1
330-555-6766,1,0
330-555-6767,15,7
330-555-6768,16,6
330-555-6769,0,6
330-555-6770,18,8
330-555-6771,5,9
330-555-6772,5,8
330-555-6773,11,8
330-555-6774,18,7
330-555-6775,7,7
330-555-6776,10,8
330-555-6777,13,10
330-555-6778,4,6
330-555-6779,7,0
330-555-6780,14,0
330-555-6781,15,9
330-555-6782,0,1
330-555-6783,13,7
330-555-6784,7,4
330-555-6785,8,7
330-555-6786,1,1
330-555-6787,11,7
330-555-6788,12,4
330-555-6789,17,1
330-555-6790,5,1
330-555-6791,4,3
330-555-6792,4,2
330-555-6793,1,9
330-555-6794,16,2
330-555-6795,1,3
330-555-6796,13,10
330-555-6797,10,7
330-555-6798,9,0
330-555-6799,6,7
330-555-6800,17,3
330-555-6801,9,1
330-555-6802,13,4
330-555-6803,8,8
330-555-6804,10,0
330-555-6805,14,8
330-555-6806,14,2
330-555-6807,8,10
330-555-6808,2,5
330-555-6809,7,4
330-555-6810,8,4
330-555-6811,2,4
330-555-6812,14,3
330-555-6813,15,10
330-555-6814,17,1
330-555-6815,14,2
330-555-6816,17,3
330-555-6817,2,10
330-555-6818,3,2
330-555-6819,16,4
330-555-6820,11,8
330-555-6821,3,10
330-555-6822,3,5
330-555-6823,5,5
330-555-6824,0,5
330-555-6825,15,2
330-555-6826,11,3
330-555-6827,9,2
330-555-6828,17,3
330-555-6829,16,10
330-555-6830,6,4
330-555-6831,17,6
330-555-6832,18,4
330-555-6833,1,3
330-555-6834,19,1
330-555-6835,7,4
330-555-6836,11,0
330-555-6837,4,7
330-555-6838,13,1
330-555-6839,13,0
330-555-6840,18,0
330-555-6841,4,10
330-555-6842,18,6
330-555-6843,3,7
330-555-6844,7,1
330-555-6845,18,4
330-555-6846,9,8
330-555-6847,18,3
330-555-6848,11,9
330-555-6849,9,7
330-555-6850,2,6
330-555-6851,6,1
330-555-6852,6,1
330-555-6853,9,2
330-555-6854,13,10
330-555-6855,11,6
330-555-6856,3,4
330-555-6857,16,3
330-555-6858,9,8
330-555-6859,14,7
330-555-6860,10,9
330-555-6861,20,8
330-555-6862,20,5
330-555-6863,20,10
330-555-6864,17,0
330-555-6865,7,7
330-555-6866,15,0
330-555-6867,5,7
330-555-6868,1,2
330-555-6869,15,3
330-555-6870,8,1
330-555-6871,16,5
330-555-6872,5,6
330-555-6873,19,5
330-555-6874,8,8
330-555-6875,17,1
330-555-6876,3,5
330-555-6877,19,8
330-555-6878,6,5
330-555-6879,12,0
330-555-6880,2,5
330-555-6881,6,9
330-555-6882,4,5
330-555-6883,3,5
330-555-6884,19,7
330-555-6885,18,5
330-555-6886,18,2
330-555-6887,19,3
330-555-6888,13,9
330-555-6889,15,4
330-555-6890,15,8
330-555-6891,10,6
330-555-6892,18,8
330-555-6893,12,8
330-555-6894,11,3
330-555-6895,9,6
330-555-6896,10,9
330-555-6897,18,9
330-555-6898,3,2
330-555-6899,12,10
330-555-6900,11,9
330-555-6901,1,2
330-555-6902,17,4
330-555-6903,7,0
330-555-6904,1,5
330-555-6905,14,10
330-555-6906,4,2
330-555-6907,14,3
330-555-6908,14,7
330-555-6909,7,6
330-555-6910,18,0
330-555-6911,18,1
330-555-6912,20,3
330-555-6913,10,9
330-555-6914,14,1
330-555-6915,4,5
330-555-6916,9,7
330-555-6917,19,8
330-555-6918,6,4
330-555-6919,7,0
330-555-6920,17,0
330-555-6921,11,10
330-555-6922,1,3
330-555-6923,5,2
330-555-6924,5,0
330-555-6925,9,6
330-555-6926,10,7
330-555-6927,7,8
330-555-6928,20,5
330-555-6929,3,5
330-555-6930,2,1
330-555-6931,16,8
330-555-6932,15,8
330-555-6933,18,1
330-555-6934,20,0
330-555-6935,5,7
330-555-6936,14,2
330-555-6937,14,9
330-555-6938,16,7
330-555-6939,7,9
330-555-6940,15,7
330-555-6941,3,10
330-555-6942,0,1
330-555-6943,19,5
330-555-6944,5,6
330-555-6945,18,4
330-555-6946,11,9
330-555-6947,5,7
330-555-6948,11,8
330-555-6949,12,7
330-555-6950,20,2
330-555-6951,1,3
330-555-6952,0,9
330-555-6953,4,0
330-555-6954,0,3
330-555-6955,15,9
330-555-6956,0,6
330-555-6957,7,10
330-555-6958,6,2
330-555-6959,20,5
330-555-6960,2,3
330-555-6961,18,10
330-555-6962,11,3
330-555-6963,10,7
330-555-6964,10,8
330-555-6965,6,8
330-555-6966,13,2
330-555-6967,20,5
330-555-6968,8,7
330-555-6969,7,5
330-555-6970,8,6
330-555-6971,7,1
330-555-6972,16,4
330-555-6973,14,6
330-555-6974,12,8
330-555-6975,13,7
330-555-6976,0,1
330-555-6977,13,1
330-555-6978,0,0
330-555-6979,15,6
330-555-6980,0,9
330-555-6981,17,8
330-555-6982,18,8
330-555-6983,12,8
330-555-6984,11,7
330-555-6985,2,4
330-555-6986,8,5
330-555-6987,11,5
330-555-6988,1,3
330-555-6989,4,6
330-555-6990,0,3
330-555-6991,17,9
330-555-6992,13,5
330-555-6993,6,9
330-555-6994,12,10
330-555-6995,18,4
330-555-6996,0,3
330-555-6997,3,1
330-555-6998,8,10
330-555-6999,16,5
330-555-7000,10,7
330-555-7001,1,1
330-555-7002,8,6
330-555-7003,8,0
330-555-7004,9,0
330-555-7005,18,7
330-555-7006,0,9
330-555-7007,9,8
330-555-7008,8,4
330-555-7009,11,10
330-555-7010,0,1
330-555-7011,15,2
330-555-7012,5,10
330-555-7013,4,0
330-555-7014,14,3
330-555-7015,14,8
330-555-7016,19,7
330-555-7017,12,8
330-555-7018,4,3
330-555-7019,11,8
330-555-7020,9,6
330-555-7021,0,8
330-555-7022,18,1
330-555-7023,1,5
330-555-7024,2,1
330-555-7025,9,7
330-555-7026,1,6
330-555-7027,5,2
330-555-7028,0,8
330-555-7029,16,1
330-555-7030,18,2
330-555-7031,2,4
330-555-7032,7,6
330-555-7033,19,9
330-555-7034,17,1
330-555-7035,15,6
330-555-7036,0,1
330-555-7037,17,2
330-555-7038,7,6
330-555-7039,16,7
330-555-7040,12,5
330-555-7041,9,7
330-555-7042,2,10
330-555-7043,3,9
330-555-7044,14,0
330-555-7045,18,8
330-555-7046,6,10
330-555-7047,0,7
330-555-7048,13,1
330-555-7049,0,2
330-555-7050,8,6
330-555-7051,6,0
330-555-7052,15,9
330-555-7053,12,4
330-555-7054,20,6
330-555-7055,17,9
330-555-7056,20,0
330-555-7057,19,9
330-555-7058,17,1
330-555-7059,14,3
330-555-7060,3,0
330-555-7061,16,9
330-555-7062,17,3
330-555-7063,14,5
330-555-7064,16,2
330-555-7065,20,7
330-555-7066,20,6
330-555-7067,20,4
330-555-7068,6,6
330-555-7069,19,2
330-555-7070,15,0
330-555-7071,19,0
330-555-7072,2,5
330-555-7073,19,1
330-555-7074,9,9
330-555-7075,9,4
330-555-7076,0,7
330-555-7077,3,0
330-555-7078,14,8
330-555-7079,11,1
330-555-7080,11,5
330-555-7081,2,9
330-555-7082,4,10
330-555-7083,16,6
330-555-7084,8,8
330-555-7085,12,4
330-555-7086,6,7
330-555-7087,18,5
330-555-7088,18,9
330-555-7089,8,5
330-555-7090,17,6
330-555-7091,8,3
330-555-7092,6,2
330-555-7093,8,6
330-555-7094,8,7
330-555-7095,10,1
330-555-7096,10,5
330-555-7097,6,10
330-555-7098,0,2
330-555-7099,20,6
330-555-7100,0,3
330-555-7101,14,6
330-555-7102,19,1
330-555-7103,18,7
330-555-7104,11,2
330-555-7105,12,2
330-555-7106,5,8
330-555-7107,11,0
330-555-7108,20,8
330-555-7109,9,0
330-555-7110,2,6
330-555-7111,18,1
330-555-7112,0,3
330-555-7113,7,9
330-555-7114,17,4
330-555-7115,13,7
330-555-7116,14,8
330-555-7117,10,6
330-555-7118,2,6
330-555-7119,1,3
330-555-7120,1,6
330-555-7121,5,0
330-555-7122,10,5
330-555-7123,19,5
330-555-7124,12,8
330-555-7125,11,7
330-555-7126,20,3
330-555-7127,1,2
330-555-7128,12,9
330-555-7129,0,4
330-555-7130,1,0
330-555-7131,17,3
330-555-7132,18,1
330-555-7133,10,9
330-555-7134,19,9
330-555-7135,17,9
330-555-7136,13,9
330-555-7137,9,3
330-555-7138,20,6
330-555-7139,7,8
330-555-7140,0,3
330-555-7141,7,9
330-555-7142,8,10
330-555-7143,16,0
330-555-7144,5,4
330-555-7145,3,8
330-555-7146,9,5
330-555-7147,3,3
330-555-7148,14,2
330-555-7149,13,6
330-555-7150,16,4
330-555-7151,15,4
330-555-7152,12,6
330-555-7153,6,9
330-555-7154,10,4
330-555-7155,5,10
330-555-7156,1,8
330-555-7157,18,3
330-555-7158,17,9
330-555-7159,6,5
330-555-7160,8,5
330-555-7161,14,3
330-555-7162,18,3
330-555-7163,8,2
330-555-7164,3,7
330-555-7165,14,1
330-555-7166,15,6
330-555-7167,0,10
330-555-7168,16,8
330-555-7169,4,2
330-555-7170,5,2
330-555-7171,1,10
330-555-7172,15,8
330-555-7173,8,10
330-555-7174,5,7
330-555-7175,11,8
330-555-7176,14,0
330-555-7177,15,4
330-555-7178,20,0
330-555-7179,5,6
330-555-7180,1,5
330-555-7181,12,3
330-555-7182,3,10
330-555-7183,17,1
330-555-7184,11,7
330-555-7185,0,8
330-555-7186,6,9
330-555-7187,9,4
330-555-7188,15,10
330-555-7189,19,3
330-555-7190,17,10
330-555-7191,1,9
330-555-7192,4,3
330-555-7193,2,7
330-555-7194,13,3
330-555-7195,13,4
330-555-7196,9,2
330-555-7197,18,5
330-555-7198,10,1
330-555-7199,1,9
330-555-7200,19,7
330-555-7201,13,6
330-555-7202,10,9
330-555-7203,2,0
330-555-7204,1,2
330-555-7205,10,4
330-555-7206,19,3
330-555-7207,13,10
330-555-7208,10,0
330-555-7209,2,5
330-555-7210,19,1
330-555-7211,0,6
330-555-7212,20,1
330-555-7213,9,0
330-555-7214,18,8
330-555-7215,19,9
330-555-7216,4,4
330-555-7217,9,9
330-555-7218,0,9
330-555-7219,12,6
330-555-7220,5,3
330-555-7221,4,5
330-555-7222,20,10
330-555-7223,3,3
330-555-7224,13,3
330-555-7225,15,0
330-555-7226,10,3
330-555-7227,4,9
330-555-7228,11,9
330-555-7229,19,7
330-555-7230,0,5
330-555-7231,11,8
330-555-7232,16,6
330-555-7233,9,4
330-555-7234,3,1
330-555-7235,8,2
330-555-7236,15,4
330-555-7237,17,7
330-555-7238,1,2
330-555-7239,1,9
330-555-7240,19,8
330-555-7241,5,8
330-555-7242,13,9
330-555-7243,8,8
330-555-7244,12,2
330-555-7245,10,7
330-555-7246,8,7
330-555-7247,2,8
330-555-7248,20,5
330-555-7249,0,5
330-555-7250,6,8
330-555-7251,13,6
330-555-7252,5,4
330-555-7253,0,1
330-555-7254,19,9
330-555-7255,13,4
330-555-7256,16,1
330-555-7257,4,9
330-555-7258,17,10
330-555-7259,16,2
330-555-7260,18,0
330-555-7261,5,2
330-555-7262,4,2
330-555-7263,3,2
330-555-7264,9,3
330-555-7265,10,5
330-555-7266,11,4
330-555-7267,4,4
330-555-7268,17,4
330-555-7269,18,6
330-555-7270,5,5
330-555-7271,5,5
330-555-7272,1,2
330-555-7273,9,4
330-555-7274,18,3
330-555-7275,9,8
330-555-7276,15,0
330-555-7277,19,4
330-555-7278,0,8
330-555-7279,12,6
330-555-7280,15,6
330-555-7281,18,2
330-555-7282,16,7
330-555-7283,1,7
330-555-7284,4,3
330-555-7285,9,0
330-555-7286,16,3
330-555-7287,19,9
330-555-7288,6,5
330-555-7289,7,5
330-555-7290,10,8
330-555-7291,8,7
330-555-7292,14,9
330-555-7293,17,4
330-555-7294,2,3
330-555-7295,11,10
330-555-7296,7,7
330-555-7297,10,1
330-555-7298,5,0
330-555-7299,7,10
330-555-7300,14,10
330-555-7301,8,2
330-555-7302,17,1
330-555-7303,8,7
330-555-7304,17,8
330-555-7305,18,5
330-555-7306,15,6
330-555-7307,0,6
330-555-7308,11,2
330-555-7309,20,7
330-555-7310,7,1
330-555-7311,18,6
330-555-7312,5,6
330-555-7313,20,9
330-555-7314,7,6
330-555-7315,20,7
330-555-7316,17,10
330-555-7317,6,4
330-555-7318,12,0
330-555-7319,19,7
330-555-7320,16,9
330-555-7321,10,2
330-555-7322,9,3
330-555-7323,6,9
330-555-7324,8,0
330-555-7325,5,8
330-555-7326,14,5
330-555-7327,12,5
330-555-7328,11,8
330-555-7329,11,1
330-555-7330,14,8
330-555-7331,10,9
330-555-7332,19,1
330-555-7333,11,8
330-555-7334,19,7
330-555-7335,12,5
330-555-7336,9,8
330-555-7337,1,4
330-555-7338,19,9
330-555-7339,16,9
330-555-7340,15,0
330-555-7341,19,2
330-555-7342,14,0
330-555-7343,13,1
330-555-7344,4,6
330-555-7345,19,8
330-555-7346,1,5
330-555-7347,18,0
330-555-7348,17,1
330-555-7349,10,3
330-555-7350,4,4
330-555-7351,6,2
330-555-7352,3,6
330-555-7353,17,6
330-555-7354,5,0
330-555-7355,1,10
330-555-7356,12,3
330-555-7357,8,7
330-555-7358,15,9
330-555-7359,8,1
330-555-7360,12,2
330-555-7361,4,4
330-555-7362,14,2
330-555-7363,7,6
330-555-7364,6,5
330-555-7365,15,7
330-555-7366,12,5
330-555-7367,15,1
330-555-7368,17,2
330-555-7369,18,10
330-555-7370,16,5
